Sub-region	colors	Genetic ID	Publication	YBP	Group ID	Country	Lat.	Long.	Molecular Sex	x	y
America Latin and the Caribbean	#3787c0	HG01275.SG	1KGPhase3	0.0	CLM.SG	Colombia	6.230833	-75.590556	F	4.105908	-5.528846
America Latin and the Caribbean	#3787c0	HG01277.SG	1KGPhase3	0.0	CLM.SG	Colombia	6.230833	-75.590556	M	-2.5164387	-0.74421066
America Latin and the Caribbean	#3787c0	HG01256.SG	1KGPhase3	0.0	CLM.SG	Colombia	6.230833	-75.590556	M	-1.2847015	-0.47309503
America Latin and the Caribbean	#3787c0	HG01280.SG	1KGPhase3	0.0	CLM.SG	Colombia	6.230833	-75.590556	M	-2.1058664	-0.40578803
America Latin and the Caribbean	#3787c0	HG01281.SG	1KGPhase3	0.0	CLM.SG	Colombia	6.230833	-75.590556	F	-1.9434115	-0.3182358
America Latin and the Caribbean	#3787c0	HG01284.SG	1KGPhase3	0.0	CLM.SG	Colombia	6.230833	-75.590556	F	-1.968301	-0.38002342
America Latin and the Caribbean	#3787c0	HG01341.SG	1KGPhase3	0.0	CLM.SG	Colombia	6.230833	-75.590556	M	-3.576367	-2.0620363
America Latin and the Caribbean	#3787c0	Mixa0093	LazaridisNature2014	0.0	Mixtec	Mexico	17	-97	F	-4.5168877	-5.1675277
America Latin and the Caribbean	#3787c0	Mixa0087	LazaridisNature2014	0.0	Mixtec	Mexico	15.95	-97.36666667	F	-4.5744476	-4.93757
America Latin and the Caribbean	#3787c0	Mixa0078	LazaridisNature2014	0.0	Mixtec	Mexico	18.01666667	-96.73333333	M	-4.3972464	-5.8530555
America Latin and the Caribbean	#3787c0	Mixa0024	LazaridisNature2014	0.0	Mixtec	Mexico	15.95	-97.36666667	M	-4.386957	-5.5178466
America Latin and the Caribbean	#3787c0	Bolivian41	LazaridisNature2014	0.0	Bolivian	Bolivia	-16.5	-68.15	F	-4.6649733	-4.980411
America Latin and the Caribbean	#3787c0	HG01942.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	F	-4.417252	-3.823021
America Latin and the Caribbean	#3787c0	PDI012013_3.2Mall	NagelePosthScience2020	-972.0	PuertoRico_PasodelIndio_Ceramic	Puerto Rico	18.431	-66.382	M	-4.4917526	-3.9671137
America Latin and the Caribbean	#3787c0	HG01938.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	M	-4.4049506	-6.4555984
America Latin and the Caribbean	#3787c0	HGDP00838	PattersonGenetics2012	0.0	Surui	Brazil	-11	-62	F	-4.148227	-7.2247977
America Latin and the Caribbean	#3787c0	HGDP00837	PattersonGenetics2012	0.0	Surui	Brazil	-11	-62	M	-4.164692	-7.112894
America Latin and the Caribbean	#3787c0	HGDP00970	PattersonGenetics2012	0.0	Piapoco	Colombia	3	-68	F	-4.177865	-7.0823975
America Latin and the Caribbean	#3787c0	HGDP00832	PattersonGenetics2012	0.0	Surui	Brazil	-11	-62	F	-4.1262174	-7.5109167
America Latin and the Caribbean	#3787c0	BI16.SG	RasmussenNature2014	0.0	Karitiana.SG	Brazil	-10	-63	M	-4.1234016	-7.5215926
America Latin and the Caribbean	#3787c0	HGDP01019.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	M	-4.122604	-7.5255823
America Latin and the Caribbean	#3787c0	HGDP01018.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	F	-4.154007	-7.2207527
America Latin and the Caribbean	#3787c0	HG01565.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	M	-3.8866315	-2.5531085
America Latin and the Caribbean	#3787c0	HG01571.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	M	-3.7019844	-2.2474594
America Latin and the Caribbean	#3787c0	HGDP00843	PattersonGenetics2012	0.0	Surui	Brazil	-11	-62	M	-4.13678	-7.412968
America Latin and the Caribbean	#3787c0	HG01572.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	F	-4.371286	-5.713371
America Latin and the Caribbean	#3787c0	HG01917.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	M	-4.419343	-3.8293772
America Latin and the Caribbean	#3787c0	HG01918.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	F	-4.2319107	-3.2901027
America Latin and the Caribbean	#3787c0	HG01920.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	M	-4.405524	-6.128661
America Latin and the Caribbean	#3787c0	HGDP00995	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	F	-4.1349435	-7.4322534
America Latin and the Caribbean	#3787c0	HGDP00998	PattersonGenetics2012	0.0	Ignore_Karitiana_discovery	Brazil	-10	-63	M	-4.1254067	-7.5175676
America Latin and the Caribbean	#3787c0	HGDP00999	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	F	-4.120955	-7.4899077
America Latin and the Caribbean	#3787c0	HGDP01001	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	F	-4.1287055	-7.465469
America Latin and the Caribbean	#3787c0	HGDP01003	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	F	-4.1646094	-7.1268306
America Latin and the Caribbean	#3787c0	HGDP01006	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	F	-4.136089	-7.4230328
America Latin and the Caribbean	#3787c0	HG01578.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	F	-3.665436	-2.19342
America Latin and the Caribbean	#3787c0	HGDP00845	PattersonGenetics2012	0.0	Surui	Brazil	-11	-62	M	-4.1694994	-7.0922956
America Latin and the Caribbean	#3787c0	HGDP00846	PattersonGenetics2012	0.0	Surui	Brazil	-11	-62	U	-4.182574	-7.0658154
America Latin and the Caribbean	#3787c0	HGDP00849	PattersonGenetics2012	0.0	Surui	Brazil	-11	-62	M	-4.1242585	-7.5228972
America Latin and the Caribbean	#3787c0	HGDP00877	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	M	-4.560691	-4.5295367
America Latin and the Caribbean	#3787c0	HGDP00876	PattersonGenetics2012	0.0	Ignore_Mayan	Mexico	19	-91	F	-4.0065746	-2.7743063
America Latin and the Caribbean	#3787c0	HGDP00875	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.6120014	-4.9531345
America Latin and the Caribbean	#3787c0	HGDP00873	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.371005	-6.2452693
America Latin and the Caribbean	#3787c0	HGDP00872	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.4120398	-5.5743556
America Latin and the Caribbean	#3787c0	HGDP00870	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.3968782	-5.71915
America Latin and the Caribbean	#3787c0	HGDP00869	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.368713	-3.6557846
America Latin and the Caribbean	#3787c0	HGDP00868	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.4327993	-3.8713002
America Latin and the Caribbean	#3787c0	HGDP00865	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.351688	-6.232229
America Latin and the Caribbean	#3787c0	HGDP00864	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.387931	-5.623219
America Latin and the Caribbean	#3787c0	HGDP00863	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.6313214	-4.9419928
America Latin and the Caribbean	#3787c0	HGDP00862	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.5352845	-4.806369
America Latin and the Caribbean	#3787c0	HGDP00861	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.415043	-3.7997537
America Latin and the Caribbean	#3787c0	HGDP00860	PattersonGenetics2012	0.0	Ignore_Mayan	Mexico	19	-91	F	-3.9261098	-2.6186113
America Latin and the Caribbean	#3787c0	HGDP00859	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.4377937	-5.8149176
America Latin and the Caribbean	#3787c0	HGDP00858	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.4024515	-5.385107
America Latin and the Caribbean	#3787c0	HGDP00857	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.3473983	-6.3682985
America Latin and the Caribbean	#3787c0	HGDP00856	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	M	-4.4054375	-5.5342493
America Latin and the Caribbean	#3787c0	HGDP00855	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.338049	-6.347037
America Latin and the Caribbean	#3787c0	HGDP00854	PattersonGenetics2012	0.0	Mayan	Mexico	19	-91	F	-4.6000676	-4.941835
America Latin and the Caribbean	#3787c0	HGDP00852	PattersonGenetics2012	0.0	Surui	Brazil	-11	-62	U	-4.128855	-7.468431
America Latin and the Caribbean	#3787c0	HGDP01010	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	U	-4.135591	-7.458825
America Latin and the Caribbean	#3787c0	HGDP00858.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.3889103	-5.4274096
America Latin and the Caribbean	#3787c0	HGDP01012	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	M	-4.123874	-7.526715
America Latin and the Caribbean	#3787c0	HGDP00857.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.3423004	-6.3923087
America Latin and the Caribbean	#3787c0	HGDP01053	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	F	-4.2266984	-6.146106
America Latin and the Caribbean	#3787c0	HGDP01055	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	M	-4.555044	-4.9513407
America Latin and the Caribbean	#3787c0	HGDP01056	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	U	-4.3560953	-6.3744655
America Latin and the Caribbean	#3787c0	HGDP01057	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	M	-4.2183194	-6.1952853
America Latin and the Caribbean	#3787c0	HGDP01058	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	F	-4.5709825	-4.8519864
America Latin and the Caribbean	#3787c0	HGDP01059	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	M	-4.4118667	-5.396187
America Latin and the Caribbean	#3787c0	HGDP01060	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	M	-4.598936	-4.8904176
America Latin and the Caribbean	#3787c0	HGDP01010.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	U	-4.125115	-7.5198483
America Latin and the Caribbean	#3787c0	HGDP01009.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	M	-4.1919417	-7.041808
America Latin and the Caribbean	#3787c0	HGDP01051	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	U	-4.396462	-5.3906755
America Latin and the Caribbean	#3787c0	HGDP01001.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	F	-4.123797	-7.5220275
America Latin and the Caribbean	#3787c0	HGDP00995.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	F	-4.124357	-7.522493
America Latin and the Caribbean	#3787c0	S_Karitiana-2.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	Karitiana.DG	Brazil	-10	-63	F	-4.1683097	-7.117057
America Latin and the Caribbean	#3787c0	B_Karitiana-3.DG	PrueferNature2013	0.0	Karitiana.DG	Brazil	-10	-63	M	-4.12459	-7.5179353
America Latin and the Caribbean	#3787c0	S_Karitiana-1.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	Karitiana.DG	Brazil	-10	-63	M	-4.126505	-7.520596
America Latin and the Caribbean	#3787c0	HG01939.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	F	-4.2389064	-3.312863
America Latin and the Caribbean	#3787c0	HGDP00702	PattersonGenetics2012	0.0	Piapoco	Colombia	3	-68	F	-4.1616817	-7.1327524
America Latin and the Caribbean	#3787c0	HGDP00703	PattersonGenetics2012	0.0	Ignore_Piapoco	Colombia	3	-68	M	-4.6062226	-4.8844204
America Latin and the Caribbean	#3787c0	HGDP00704	PattersonGenetics2012	0.0	Piapoco	Colombia	3	-68	F	-4.21013	-6.9936094
America Latin and the Caribbean	#3787c0	HGDP00706	PattersonGenetics2012	0.0	Piapoco	Colombia	3	-68	F	-4.1922755	-7.0353775
America Latin and the Caribbean	#3787c0	HGDP00999.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	F	-4.129136	-7.513606
America Latin and the Caribbean	#3787c0	HGDP01050	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	M	-4.3861156	-5.423165
America Latin and the Caribbean	#3787c0	HGDP01047	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	M	-4.2081175	-6.147794
America Latin and the Caribbean	#3787c0	HGDP01044	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	U	-4.2815247	-6.247851
America Latin and the Caribbean	#3787c0	HGDP00856.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	M	-4.395915	-5.5887547
America Latin and the Caribbean	#3787c0	HGDP00855.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.338806	-6.386115
America Latin and the Caribbean	#3787c0	HGDP00854.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.585147	-4.931485
America Latin and the Caribbean	#3787c0	S_Mayan-2.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	Mayan.DG	Mexico	19	-91	F	-4.3368144	-6.3272595
America Latin and the Caribbean	#3787c0	S_Mayan-1.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	Mayan.DG	Mexico	19	-91	F	-4.335183	-6.3220925
America Latin and the Caribbean	#3787c0	HGDP00876.SDG	BergstromScience2020	0.0	Mayan_o2.SDG	Mexico	19	-91	F	-3.9899282	-2.744676
America Latin and the Caribbean	#3787c0	HGDP00871.SDG	BergstromScience2020	0.0	Mayan_o2.SDG	Mexico	19	-91	F	-4.0061364	-2.7767675
America Latin and the Caribbean	#3787c0	HGDP00860.SDG	BergstromScience2020	0.0	Mayan_o2.SDG	Mexico	19	-91	F	-3.923334	-2.6168392
America Latin and the Caribbean	#3787c0	HGDP01014	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	U	-4.129211	-7.4875355
America Latin and the Caribbean	#3787c0	HGDP01015	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	M	-4.120505	-7.533086
America Latin and the Caribbean	#3787c0	HGDP01018	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	F	-4.153858	-7.193668
America Latin and the Caribbean	#3787c0	HGDP01019	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	M	-4.1277113	-7.497253
America Latin and the Caribbean	#3787c0	HGDP01015.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	M	-4.1006136	-7.5656204
America Latin and the Caribbean	#3787c0	HG01921.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	F	-4.153139	-3.1109073
America Latin and the Caribbean	#3787c0	HGDP01014.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	U	-4.1222734	-7.53257
America Latin and the Caribbean	#3787c0	HGDP01013.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	M	-4.126186	-7.5128345
America Latin and the Caribbean	#3787c0	HGDP01012.SDG	BergstromScience2020	0.0	Karitiana.SDG	Brazil	-10	-63	M	-4.1145477	-7.5359597
America Latin and the Caribbean	#3787c0	S_Nahua-2.DG	MallickNature2016	0.0	Nahua.DG	Mexico	19.01	-99.06	M	-4.402214	-5.378649
America Latin and the Caribbean	#3787c0	HGDP01037	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	M	-4.399633	-5.3859577
America Latin and the Caribbean	#3787c0	HGDP01041	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	F	-4.2280817	-6.166831
America Latin and the Caribbean	#3787c0	HGDP01043	PattersonGenetics2012	0.0	Pima	Mexico	29	-108	M	-4.257744	-6.2330813
America Latin and the Caribbean	#3787c0	HGDP01013	PattersonGenetics2012	0.0	Karitiana	Brazil	-10	-63	M	-4.1410565	-7.386486
America Latin and the Caribbean	#3787c0	HGDP00859.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.42593	-5.82711
America Latin and the Caribbean	#3787c0	HGDP00871	PattersonGenetics2012	0.0	Ignore_Mayan	Mexico	19	-91	F	-4.02675	-2.7933354
America Latin and the Caribbean	#3787c0	I8555	TieslerSedigAntiquity2022	-460.0	Mexico_Colonial	Mexico	20.24	-90.46	F	-4.419815	-3.7716517
America Latin and the Caribbean	#3787c0	B_Mixe-1.DG	PrueferNature2013	0.0	Mixe.DG	Mexico	16.95	-96.58333333	F	-4.2625213	-6.253096
America Latin and the Caribbean	#3787c0	S_Zapotec-2.DG	MallickNature2016	0.0	Mexico_Zapotec.DG	Mexico	16.5	-97.2	M	-4.3982687	-5.3870244
America Latin and the Caribbean	#3787c0	S_Zapotec-1.DG	MallickNature2016	0.0	Mexico_Zapotec.DG	Mexico	16.5	-97.2	M	-4.3969336	-5.3940997
America Latin and the Caribbean	#3787c0	I8558	TieslerSedigAntiquity2022	-412.0	Mexico_Colonial_oEuropean	Mexico	20.24	-90.46	M	5.0844564	-2.044944
America Latin and the Caribbean	#3787c0	I8559	TieslerSedigAntiquity2022	-503.0	Mexico_Colonial	Mexico	20.24	-90.46	M	-4.424774	-3.7742338
America Latin and the Caribbean	#3787c0	HG02274.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	M	-3.7066	-2.2604365
America Latin and the Caribbean	#3787c0	HGDP00877.SG	RasmussenNature2014	0.0	Mayan.SG	Mexico	..	..	M	-4.567132	-4.6937165
America Latin and the Caribbean	#3787c0	Y2040.SG	RaghavanScience2015	0.0	Yukpa.SG	Venezuela	..	..	M	-4.178497	-7.0713573
America Latin and the Caribbean	#3787c0	HG01936.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	F	-3.7808518	-2.3597589
America Latin and the Caribbean	#3787c0	HG01935.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	M	-4.1256366	-3.048016
America Latin and the Caribbean	#3787c0	HG01932.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	M	-4.3107805	-3.5081813
America Latin and the Caribbean	#3787c0	HG01927.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	F	-4.3810244	-5.5997877
America Latin and the Caribbean	#3787c0	HG01926.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	M	-4.357372	-6.4235363
America Latin and the Caribbean	#3787c0	HG01923.SG	1KGPhase3	0.0	PEL.SG	Peru	-12.06	-77.0375	M	-4.5569687	-5.000199
America Latin and the Caribbean	#3787c0	HGDP00877.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	M	-4.5595875	-4.494165
America Latin and the Caribbean	#3787c0	S_Mixe-2.DG	SkoglundNature2015	0.0	Mixe.DG	Mexico	16.95	-96.58333333	F	-4.2456193	-6.194818
America Latin and the Caribbean	#3787c0	S_Mixe-3.DG	SkoglundNature2015	0.0	Mixe.DG	Mexico	16.95	-96.58333333	F	-4.2610435	-6.220739
America Latin and the Caribbean	#3787c0	S_Mixtec-1.DG	MallickNature2016	0.0	Mixtec_1.DG	Mexico	17	-97	M	-4.572547	-4.972337
America Latin and the Caribbean	#3787c0	S_Mixtec-2.DG	MallickNature2016	0.0	Mixtec_2.DG	Mexico	17	-97	F	-3.9681442	-2.6878233
America Latin and the Caribbean	#3787c0	HG02090.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	M	-3.579335	-2.0711637
America Latin and the Caribbean	#3787c0	HG01971.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	F	-3.6124089	-2.116735
America Latin and the Caribbean	#3787c0	HG01965.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	F	-3.6569798	-2.1790946
America Latin and the Caribbean	#3787c0	HG01950.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	M	-4.4744515	-3.9354315
America Latin and the Caribbean	#3787c0	HG01948.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	F	-3.7991745	-2.3939521
America Latin and the Caribbean	#3787c0	HG01941.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	M	-4.360086	-3.5543306
America Latin and the Caribbean	#3787c0	HG01933.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	F	-3.792619	-2.3867853
America Latin and the Caribbean	#3787c0	HGDP00875.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.610634	-4.951536
America Latin and the Caribbean	#3787c0	HG01924.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	F	-3.932092	-2.626824
America Latin and the Caribbean	#3787c0	HG01892.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	M	-3.9879577	-2.7393253
America Latin and the Caribbean	#3787c0	HG01577.SG	1KGPhase3	0.0	PEL_oHighEuropean.SG	Peru	-12.06	-77.0375	M	-2.886478	-1.1707435
America Latin and the Caribbean	#3787c0	HG01566.SG	1KGPhase3	0.0	PEL_oHighEuropean.SG	Peru	-12.06	-77.0375	F	-2.9460933	-1.2418972
America Latin and the Caribbean	#3787c0	HG02006.SG	1KGPhase3	0.0	PEL_oHighAfrican.SG	Peru	-12.06	-77.0375	F	-2.1572204	-0.785301
America Latin and the Caribbean	#3787c0	HG02425.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	F	-3.637978	-2.152389
America Latin and the Caribbean	#3787c0	HG01944.SG	1KGPhase3	0.0	PEL_oEastAsian.SG	Peru	-12.06	-77.0375	M	-8.260899	1.689808
America Latin and the Caribbean	#3787c0	HGDP00861.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.40322	-3.7770355
America Latin and the Caribbean	#3787c0	HG01893.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	F	-3.598856	-2.0948813
America Latin and the Caribbean	#3787c0	HGDP00873.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.36707	-6.280481
America Latin and the Caribbean	#3787c0	HG02304.SG	1KGPhase3	0.0	PEL_SomeAfrican.SG	Peru	-12.06	-77.0375	M	-4.241592	-3.3109102
America Latin and the Caribbean	#3787c0	HGDP00870.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.4108434	-5.794923
America Latin and the Caribbean	#3787c0	HGDP00863.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.698893	-5.064791
America Latin and the Caribbean	#3787c0	HGDP00865.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.3841343	-6.160102
America Latin and the Caribbean	#3787c0	HGDP00868.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.403834	-3.8536832
America Latin and the Caribbean	#3787c0	HGDP00869.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.392039	-3.7394447
America Latin and the Caribbean	#3787c0	HGDP00864.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.3784533	-5.723358
America Latin and the Caribbean	#3787c0	HGDP00872.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.377883	-5.523803
America Latin and the Caribbean	#3787c0	HGDP00862.SDG	BergstromScience2020	0.0	Mayan.SDG	Mexico	19	-91	F	-4.5686145	-4.839279
America Northern	#abd0e6	NA20854.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	F	3.0422988	4.5609074
America Northern	#abd0e6	NA20856.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	F	-2.3301208	5.3599977
America Northern	#abd0e6	NA20845.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	M	-1.838954	5.34586
America Northern	#abd0e6	NA20852.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	M	-1.8927637	5.345562
America Northern	#abd0e6	NA20851.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	F	-2.5860455	5.4832964
America Northern	#abd0e6	NA20850.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	M	3.5114162	4.4259996
America Northern	#abd0e6	NA19786.SG	1KGPhase3	0.0	MXL.SG	USA	34.05	-118.25	M	-3.4369273	-1.8765045
America Northern	#abd0e6	NA20849.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	F	-2.2729597	5.458436
America Northern	#abd0e6	NA20847.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	F	-2.2875748	5.486248
America Northern	#abd0e6	NA20846.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	M	3.0383453	4.5725594
America Northern	#abd0e6	NA20853.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	F	-2.1767337	5.494349
America Northern	#abd0e6	NA19785.SG	1KGPhase3	0.0	MXL.SG	USA	34.05	-118.25	F	-3.808032	-2.4079032
America Northern	#abd0e6	NA19782.SG	1KGPhase3	0.0	MXL.SG	USA	34.05	-118.25	F	-2.8493757	-1.1297199
America Northern	#abd0e6	NA19783.SG	1KGPhase3	0.0	MXL.SG	USA	34.05	-118.25	M	-3.9794815	-2.7192638
America Northern	#abd0e6	NA20888.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	F	-2.2514126	5.466549
America Northern	#abd0e6	I24569	LiuScience2022	-472.0	USA_MarianaIslands_Latte_mother.I24593	USA	15.211057	145.716839	F	-0.40963006	15.539046
America Northern	#abd0e6	NA19780.SG	1KGPhase3	0.0	MXL.SG	USA	34.05	-118.25	M	-2.6717088	-0.91573566
America Northern	#abd0e6	NA19779.SG	1KGPhase3	0.0	MXL.SG	USA	34.05	-118.25	F	-2.163032	-0.44066036
America Northern	#abd0e6	NA19777.SG	1KGPhase3	0.0	MXL.SG	USA	34.05	-118.25	M	-2.8728824	-1.1585578
America Northern	#abd0e6	NA20889.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	M	-1.9201299	5.33817
America Northern	#abd0e6	NA20890.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	M	3.0738614	4.4886093
America Northern	#abd0e6	NA20891.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	M	3.1798744	4.4986024
America Northern	#abd0e6	NA20892.SG	1KGPhase3	0.0	GIH.SG	USA	..	..	F	-2.1523628	5.4540963
America Northern	#abd0e6	NA19776.SG	1KGPhase3	0.0	MXL.SG	USA	34.05	-118.25	F	-2.8951771	-1.1828197
America Northern	#abd0e6	NA19774.SG	1KGPhase3	0.0	MXL.SG	USA	34.05	-118.25	M	-2.9574566	-1.2571541
America Northern	#abd0e6	NA19773.SG	1KGPhase3	0.0	MXL.SG	USA	34.05	-118.25	F	-2.4471233	-0.6788176
America Northern	#abd0e6	NA20881.SG	1KGPhase3	0.0	GIH_o.SG	USA	..	..	F	3.7605443	4.329917
America Northern	#abd0e6	I24499	LiuScience2022	-472.0	USA_MarianaIslands_Latte_o	USA	15.211057	145.716839	M	-0.48366392	15.430757
