Sub-region	colors	Genetic ID	Publication	YBP	year_range	Group ID	Country	Lat.	Long.	Molecular Sex	mtDNA haplogroup	x	y
Asia Eastern	#aedea7	HGDP01291.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	F	..	-3.1213663	17.060493
Asia Eastern	#aedea7	HGDP01292.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	M	..	-3.3593748	17.111937
Asia Eastern	#aedea7	HGDP01293.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	M	..	-3.0397198	17.067375
Asia Eastern	#aedea7	HG02410.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.5376332	20.181164
Asia Eastern	#aedea7	HG02409.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.7833702	19.675268
Asia Eastern	#aedea7	HG02408.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.68322134	19.937662
Asia Eastern	#aedea7	HG02407.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.6767368	20.282507
Asia Eastern	#aedea7	HG02406.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.5729643	20.057531
Asia Eastern	#aedea7	HG02402.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.8224464	19.865131
Asia Eastern	#aedea7	HG02401.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-1.4523255	19.595848
Asia Eastern	#aedea7	HG02399.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.9218352	20.287672
Asia Eastern	#aedea7	HG02398.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.81847274	19.586956
Asia Eastern	#aedea7	HG02397.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.5705525	19.749222
Asia Eastern	#aedea7	SHA001	JeongCell2020	-772.0	-700	Mongolia_Umungobi_LateMedieval	Mongolia	44.082716	103.60748	M	D4a1	-1.116215	11.702288
Asia Eastern	#aedea7	HG02396.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.71750504	20.371906
Asia Eastern	#aedea7	HG02395.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.67621154	20.131294
Asia Eastern	#aedea7	HG02394.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.5992003	19.661894
Asia Eastern	#aedea7	HG02392.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.61871755	20.267805
Asia Eastern	#aedea7	HG02391.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.80235726	19.856459
Asia Eastern	#aedea7	HG02390.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.96102315	19.934666
Asia Eastern	#aedea7	HG02389.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-0.71127635	20.318789
Asia Eastern	#aedea7	HGDP01191.SDG	BergstromScience2020	0.0	0	Miao.SDG	China	28	109	M	..	-2.1986847	19.282179
Asia Eastern	#aedea7	HG02387.SG	1KGPhase3	0.0	0	CDX.SG	China	22	100.8	M	..	-1.9882244	19.007277
Asia Eastern	#aedea7	NA18946.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	F	..	-3.790556	15.850611
Asia Eastern	#aedea7	NA18948.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	M	..	-3.7545025	15.667226
Asia Eastern	#aedea7	HGDP00822.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	M	..	-2.463294	19.148304
Asia Eastern	#aedea7	CHN016	JeongCell2020	-1472.0	-1000	Mongolia_Uvs_EIAXiongnuLateMedival	Mongolia	49.997104	92.054003	M	A8a	0.7489109	4.0711308
Asia Eastern	#aedea7	HGDP00971.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	M	..	-2.320636	18.567358
Asia Eastern	#aedea7	HGDP00972.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	F	..	-2.7588735	18.58104
Asia Eastern	#aedea7	HGDP00973.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	M	..	-2.524172	19.065645
Asia Eastern	#aedea7	HGDP00974.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	F	..	-2.098525	19.37056
Asia Eastern	#aedea7	HGDP00975.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	F	..	-2.0924265	19.422699
Asia Eastern	#aedea7	HGDP00976.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	F	..	-3.2904937	17.45315
Asia Eastern	#aedea7	HGDP00977.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	M	..	-2.6701665	18.798363
Asia Eastern	#aedea7	HGDP01021.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	F	..	-2.4368322	19.184593
Asia Eastern	#aedea7	C4276.SG	KumarFuScience2022	-2492.0	-2000	China_Xinjiang_Qiafuqihaishuiku_IA_Scythians_Wusun_possible	China	43.23	82.28	F	J1b1a1	1.1888387	3.5736346
Asia Eastern	#aedea7	C1673	KumarFuScience2022	-2301.0	-2000	China_Xinjiang_Kuokesuxi_EIA	China	43.08	81.52	M	U2e1b	1.2373728	3.5259671
Asia Eastern	#aedea7	HGDP01023.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	F	..	-3.0649652	17.822842
Asia Eastern	#aedea7	CHN012	JeongCell2020	-1472.0	-1000	Mongolia_Uvs_EIAXiongnuLateMedival	Mongolia	49.997104	92.054003	M	T2b34	0.7286602	4.0761805
Asia Eastern	#aedea7	C1670.SG	KumarFuScience2022	-2491.0	-2000	China_Xinjiang_Kuokesuxi_EIA	China	43.08	81.52	F	D4j+(16286)	1.1403276	3.635044
Asia Eastern	#aedea7	NA18957.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	F	..	-3.7394116	15.740685
Asia Eastern	#aedea7	NA18956.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	F	..	-3.4465256	16.408384
Asia Eastern	#aedea7	NA18954.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	F	..	-3.4351797	16.205914
Asia Eastern	#aedea7	NA18953.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	M	..	-2.944498	14.821621
Asia Eastern	#aedea7	NA18952.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	M	..	-3.7678998	15.918225
Asia Eastern	#aedea7	NA18951.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	F	..	-3.7762969	15.724683
Asia Eastern	#aedea7	CHN008	JeongCell2020	-1472.0	-1000	Mongolia_Uvs_EIAXiongnuLateMedival	Mongolia	49.997104	92.054003	M	F1b1f	0.91991365	3.8605597
Asia Eastern	#aedea7	NA18950.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	F	..	-3.6862507	16.332823
Asia Eastern	#aedea7	CHN001	JeongCell2020	-2298.0	-2000	Mongolia_Uvs_EIAXiongnuLateMedival	Mongolia	49.997104	92.054003	M	T1a1	0.62071383	4.3571963
Asia Eastern	#aedea7	NA18949.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	F	..	-3.4062452	15.3357525
Asia Eastern	#aedea7	NA18947.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	F	..	-3.5188973	16.303595
Asia Eastern	#aedea7	HGDP01192.SDG	BergstromScience2020	0.0	0	Miao.SDG	China	28	109	M	..	-2.6243052	18.774504
Asia Eastern	#aedea7	TUK001	JeongCell2020	-1695.0	-1000	Mongolia_Arkhangai_XiongnuEarlyMedieval_3	Mongolia	47.799255	102.361242	F	H2a2b	4.843287	3.6744144
Asia Eastern	#aedea7	HGDP01194.SDG	BergstromScience2020	0.0	0	Miao.SDG	China	28	109	M	..	-1.8524365	19.28518
Asia Eastern	#aedea7	YUR001	JeongCell2020	-2030.0	-2000	Mongolia_Selenge_Xiongnu	Mongolia	49.744364	106.669392	M	D5a2a1	-2.7790923	14.985002
Asia Eastern	#aedea7	HGDP00774.SDG	BergstromScience2020	0.0	0	Han.SDG	China	32.26566812	114	M	..	-2.5237706	19.019667
Asia Eastern	#aedea7	BRG005	JeongCell2020	-772.0	-700	Mongolia_Selenge_LateMedieval	Mongolia	49.223888	104.884444	M	G1a	0.081991434	8.682419
Asia Eastern	#aedea7	BRG002	JeongCell2020	-772.0	-700	Mongolia_Selenge_LateMedieval	Mongolia	49.223888	104.884444	F	G2a5	-0.7082346	11.613927
Asia Eastern	#aedea7	TSA004	JeongCell2020	-772.0	-700	Mongolia_Dornod_LateMedieval_o	Mongolia	49.14463	114.877124	M	D4a1	0.20833658	8.140581
Asia Eastern	#aedea7	I14000	WangNature2021	-7552.0	-7000	Mongolia_North_N_mother.I23394	Mongolia	49.53469	103.2825	F	D4j	-1.3565955	11.347304
Asia Eastern	#aedea7	I13698	WangNature2021	-7576.0	-7000	Mongolia_North_N	Mongolia	49.53469	103.2825	M	F1b1+@152	-1.4098247	11.408776
Asia Eastern	#aedea7	I13179	WangNature2021	-7587.0	-7000	Mongolia_North_N	Mongolia	49.53469	103.2825	F	C4a1a3	-1.4098628	11.380832
Asia Eastern	#aedea7	SAN001	JeongCell2020	-1962.0	-1000	Mongolia_Dornod_Xiongnu	Mongolia	47.922006	112.966168	F	F1b1e	-1.3841622	11.483716
Asia Eastern	#aedea7	ZAM002	JeongCell2020	-772.0	-700	Mongolia_Dundgobi_LateMedieval	Mongolia	45.530682	104.074358	M	B6a	-1.7850168	14.297139
Asia Eastern	#aedea7	I11698	WangNature2021	-7592.0	-7000	Mongolia_North_N	Mongolia	49.3925	102.7025	M	D4b1c	-1.4199765	11.453596
Asia Eastern	#aedea7	I11697	WangNature2021	-7572.0	-7000	Mongolia_North_N	Mongolia	49.3925	102.7025	M	D4j8	-1.380753	11.3631935
Asia Eastern	#aedea7	I11696	WangNature2021	-7600.0	-7000	Mongolia_North_N	Mongolia	49.3925	102.7025	M	D4j	-1.4108338	11.351698
Asia Eastern	#aedea7	I13173	WangNature2021	-3794.0	-3000	Mongolia_MBA_Munkhkhairkhan_2	Mongolia	47.047374	91.839556	M	H15b1	-0.26968616	4.481684
Asia Eastern	#aedea7	I6348	WangNature2021	-3704.0	-3000	Mongolia_MBA_Munkhkhairkhan_1	Mongolia	49.3925	102.7025	M	HV12b1	-1.2215726	9.9146185
Asia Eastern	#aedea7	I12955	WangNature2021	-3896.0	-3000	Mongolia_MBA_Munkhkhairkhan_1	Mongolia	49.7	96.8	M	D4i	-1.2180479	9.903482
Asia Eastern	#aedea7	BUL001	JeongCell2020	-3378.0	-3000	Mongolia_LBA_Ulaanzukh_2_dup.I14037	Mongolia	46.28406	111.768265	M	M11b	-1.2214388	11.636687
Asia Eastern	#aedea7	I14037	WangNature2021	-3378.0	-3000	Mongolia_LBA_Ulaanzukh_2	Mongolia	46.28406	111.768265	M	M11b	-1.2421603	11.6170635
Asia Eastern	#aedea7	I7033	WangNature2021	-3138.0	-3000	Mongolia_LBA_MongunTaiga_3	Mongolia	49.96	92.05	M	R	0.7719319	4.0307164
Asia Eastern	#aedea7	I6363	WangNature2021	-3167.0	-3000	Mongolia_LBA_MongunTaiga_3	Mongolia	45.35	90.85	M	U2e1h	0.9166824	3.8642073
Asia Eastern	#aedea7	I12976	WangNature2021	-3404.0	-3000	Mongolia_LBA_MongunTaiga_3	Mongolia	49.359	88.713	M	U2e2a1a2	0.5398436	7.0491767
Asia Eastern	#aedea7	I6358	WangNature2021	-7239.0	-7000	Mongolia_East_N	Mongolia	48.29	115.1	F	F1b1+@152	-1.3874234	11.464886
Asia Eastern	#aedea7	I7021	WangNature2021	-7122.0	-7000	Mongolia_East_N	Mongolia	47.999722	113.933333	M	D4h4	-1.4051229	11.383988
Asia Eastern	#aedea7	I12957	WangNature2021	-4534.0	-4000	Mongolia_EBA_Chemurchek_2	Mongolia	46.12	91.57	M	T1a1	-2.3988557	-0.5975838
Asia Eastern	#aedea7	I12978	WangNature2021	-4544.0	-4000	Mongolia_EBA_Chemurchek_2	Mongolia	46.12	91.57	M	C4+152	-2.38048	-0.6286724
Asia Eastern	#aedea7	BRL001	JeongCell2020	-673.0	-600	Mongolia_Selenge_XiongnuLateMedieval	Mongolia	49.30615	105.90919	F	G1a1a	-0.67732227	12.067543
Asia Eastern	#aedea7	YAG001	JeongCell2020	-4534.0	-4000	Mongolia_EBA_Chemurchek_2_dup.I12957	Mongolia	46.12105	91.571833	M	T1a1	-2.3885486	-0.6186128
Asia Eastern	#aedea7	UGU005	JeongCell2020	-1957.0	-1000	Mongolia_Selenge_XiongnuMedieval_o2	Mongolia	49.248364	105.377512	M	U4a1	1.2640566	3.499043
Asia Eastern	#aedea7	GTO001	JeongCell2020	-772.0	-700	Mongolia_Sukhbaatar_LateMedieval	Mongolia	45.223638	114.018014	F	M7b1b	-2.9715903	15.08588
Asia Eastern	#aedea7	NA18940.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	M	..	-3.6861339	16.090721
Asia Eastern	#aedea7	NA18941.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	F	..	-3.7144034	16.024673
Asia Eastern	#aedea7	ULN002	JeongCell2020	-2172.0	-2000	Mongolia_Sukhbaatar_MLBAXiongnuLateMedieval	Mongolia	46.28406	111.768265	F	C4a1b	-1.4047606	11.385786
Asia Eastern	#aedea7	NA18942.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	F	..	-3.50951	16.170565
Asia Eastern	#aedea7	ULN001	JeongCell2020	-3311.0	-3000	Mongolia_Sukhbaatar_MLBAXiongnuLateMedieval	Mongolia	46.28406	111.768265	M	D5a2a1b	-1.2838706	11.587791
Asia Eastern	#aedea7	ZAY001	JeongCell2020	-772.0	-700	Mongolia_Sukhbaatar_LateMedieval	Mongolia	46.945875	112.062105	M	M9a1b2	-2.1220758	14.676808
Asia Eastern	#aedea7	NA18943.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	M	..	-3.600839	16.279493
Asia Eastern	#aedea7	NA18944.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	M	..	-3.4169598	15.960883
Asia Eastern	#aedea7	NA18945.SG	1KGPhase3	0.0	0	JPT.SG	Japan	37.85001	139.001	M	..	-3.7811525	15.658694
Asia Eastern	#aedea7	ZAA001	JeongCell2020	-1147.0	-1000	Mongolia_Bulgan_EarlyMedievalLateMedieval	Mongolia	47.854689	104.04602	F	A24	-1.0712861	11.409501
Asia Eastern	#aedea7	ZAA004	JeongCell2020	-1147.0	-1000	Mongolia_Bulgan_EarlyMedievalLateMedieval	Mongolia	47.854689	104.04602	M	D4b1a2a1	-1.2618077	11.473145
Asia Eastern	#aedea7	ZAA007	JeongCell2020	-1299.0	-1000	Mongolia_Bulgan_EarlyMedievalLateMedieval	Mongolia	47.854689	104.04602	F	D4l2	-0.102838665	8.995196
Asia Eastern	#aedea7	ULA001	JeongCell2020	-918.0	-900	Mongolia_Bulgan_LateMedieval	Mongolia	47.92896	104.52427	M	Y1a	-0.92646426	11.823456
Asia Eastern	#aedea7	BTO001	JeongCell2020	-2072.0	-2000	Mongolia_Bulgan_Xiongnu	Mongolia	49.481983	103.366193	M	Z4a	-0.7289921	11.551994
Asia Eastern	#aedea7	I6221	WangNature2021	-5068.0	-5000	Mongolia_Chalcolithic_Afanasievo_1	Mongolia	46.4	100.82	M	U5a1+@16192	1.2171642	-2.205912
Asia Eastern	#aedea7	I13957	WangNature2021	-4697.0	-4000	Mongolia_Chalcolithic_Afanasievo_2	Mongolia	49.336	88.712	M	G2a+152	-1.1794912	10.127979
Asia Eastern	#aedea7	TSA001	JeongCell2020	-772.0	-700	Mongolia_Dornod_LateMedieval	Mongolia	49.14463	114.877124	M	T1a1	-0.10047576	9.037995
Asia Eastern	#aedea7	S_Ami-2.DG	MallickNature2016	0.0	0	Ami.DG	Taiwan	22.843145	121.185356	M	..	-0.71852577	20.35952
Asia Eastern	#aedea7	S_Ami-1.DG	MallickNature2016	0.0	0	Ami.DG	Taiwan	22.843145	121.185356	M	..	-1.0574361	20.013891
Asia Eastern	#aedea7	TSA005	JeongCell2020	-772.0	-700	Mongolia_Dornod_LateMedieval	Mongolia	49.14463	114.877124	M	Z1a	-1.0815159	11.199671
Asia Eastern	#aedea7	TSA006	JeongCell2020	-772.0	-700	Mongolia_Dornod_LateMedieval	Mongolia	49.14463	114.877124	F	F1b1f	-1.1183747	11.550922
Asia Eastern	#aedea7	SHR001	JeongCell2020	-772.0	-700	Mongolia_Sukhbaatar_LateMedieval	Mongolia	46.971491	112.054477	M	R11a	-0.6925727	11.848009
Asia Eastern	#aedea7	SHG001	JeongCell2020	-772.0	-700	Mongolia_Sukhbaatar_LateMedieval	Mongolia	46.369478	113.489552	M	M9a1a	-1.0954952	11.356097
Asia Eastern	#aedea7	KNN001	JeongCell2020	-772.0	-700	Mongolia_Sukhbaatar_LateMedieval	Mongolia	46.945875	112.062105	M	Z3c	-2.946945	15.162291
Asia Eastern	#aedea7	KHN001	JeongCell2020	-772.0	-700	Mongolia_Sukhbaatar_LateMedieval	Mongolia	46.945875	112.062105	M	D4j5a	-1.110868	11.76414
Asia Eastern	#aedea7	DAS001	JeongCell2020	-772.0	-700	Mongolia_Sukhbaatar_LateMedieval	Mongolia	45.354	113.858	M	N1a1a1a1a	-0.6980839	11.952183
Asia Eastern	#aedea7	I12977	WangNature2021	-4894.0	-4000	Mongolia_EBA_Ulgii_1	Mongolia	49.359	88.713	M	D4b1	-1.0600951	9.858024
Asia Eastern	#aedea7	ARS026.A0101	JeongPNAS2018	-3029.0	-3000	Mongolia_LBA_Khovsgol_6	Mongolia	49.694333	99.780417	M	C4a1a+195 	0.4562287	4.3084273
Asia Eastern	#aedea7	ARS016.A0101	JeongPNAS2018	-3461.0	-3000	Mongolia_LBA_Khovsgol_6	Mongolia	49.657222	99.726	M	A+152+16362+16189 	-1.1751171	9.876929
Asia Eastern	#aedea7	SKT002	JeongCell2020	-2175.0	-2000	Mongolia_Khuvsgul_XiongnuLateMedieval_2	Mongolia	49.162275	101.424353	M	G2a1e	-0.01297601	8.719347
Asia Eastern	#aedea7	SKT009	JeongCell2020	-2123.0	-2000	Mongolia_Khuvsgul_XiongnuLateMedieval_1	Mongolia	49.162275	101.424353	M	I1a	0.7358381	4.145071
Asia Eastern	#aedea7	SKT008	JeongCell2020	-2123.0	-2000	Mongolia_Khuvsgul_XiongnuLateMedieval_1	Mongolia	49.162275	101.424353	M	H	0.71431947	4.1457
Asia Eastern	#aedea7	UUS002	JeongCell2020	-676.0	-600	Mongolia_Khuvsgul_MLBALateMedieval	Mongolia	49.40223	100.41281	M	X2d1	0.18735391	7.9385095
Asia Eastern	#aedea7	MRI001	JeongCell2020	-772.0	-700	Mongolia_Khuvsgul_LateMedieval	Mongolia	49.43609	101.460843	M	D4m	-0.8446318	11.233931
Asia Eastern	#aedea7	ULI001	JeongCell2020	-3203.0	-3000	Mongolia_Khovd_MLBAEarlyMedieval	Mongolia	45.85636	91.931779	M	U2e1	0.92987007	3.8537006
Asia Eastern	#aedea7	TAH002	JeongCell2020	-772.0	-700	Mongolia_Khovd_LateMedieval	Mongolia	47.059972	91.842502	M	B4b1b	-0.67068624	11.830866
Asia Eastern	#aedea7	JAG001	JeongCell2020	-2154.0	-2000	Mongolia_Khentii_Xiongnu	Mongolia	47.8130833	108.531944	M	F1b1f	-1.4155269	11.444667
Asia Eastern	#aedea7	CHD001	JeongCell2020	-772.0	-700	Mongolia_Khentii_LateMedieval	Mongolia	47.27111	110.53331	F	F1g	-0.92375046	11.62828
Asia Eastern	#aedea7	I6356	WangNature2021	-2322.0	-2000	Mongolia_EIA_Sagly_4	Mongolia	49.96	92.05	M	C4a1a3	0.13128679	5.752875
Asia Eastern	#aedea7	I13175	WangNature2021	-1555.0	-1000	Mongolia_IA_Xianbei	Mongolia	45.39	90.798	M	D4b1a2a	-0.84199387	11.193283
Asia Eastern	#aedea7	I6228	WangNature2021	-1991.0	-1000	Mongolia_EIA_Xiongnu_7	Mongolia	49.96	92.05	M	D4j12	-0.8841981	11.252806
Asia Eastern	#aedea7	I7032	WangNature2021	-2921.0	-2000	Mongolia_EIA_SlabGrave_1	Mongolia	48.6925	110.192778	F	C4a2a1	-1.3984923	11.378913
Asia Eastern	#aedea7	I6369	WangNature2021	-2626.0	-2000	Mongolia_EIA_SlabGrave_1	Mongolia	47.381667	110.316944	F	B5b	-0.88465524	11.202994
Asia Eastern	#aedea7	I6365	WangNature2021	-2816.0	-2000	Mongolia_EIA_SlabGrave_1	Mongolia	49.656	99.927	M	D4o1	-1.032748	11.248414
Asia Eastern	#aedea7	I6359	WangNature2021	-2772.0	-2000	Mongolia_EIA_SlabGrave_1	Mongolia	50.117222	100.045833	M	C5c	-1.1521046	9.950743
Asia Eastern	#aedea7	I6353	WangNature2021	-2974.0	-2000	Mongolia_EIA_SlabGrave_1	Mongolia	46.8975	102.766667	M	G2b2	-1.3915144	11.424336
Asia Eastern	#aedea7	I6352	WangNature2021	-3021.0	-3000	Mongolia_EIA_SlabGrave_1	Mongolia	46.8975	102.766667	M	F1b1b	-1.3629261	11.443992
Asia Eastern	#aedea7	I6349	WangNature2021	-2853.0	-2000	Mongolia_EIA_SlabGrave_1	Mongolia	45.304167	113.848611	M	D4m2	-1.2172954	11.471571
Asia Eastern	#aedea7	I13963	WangNature2021	-2901.0	-2000	Mongolia_EIA_SlabGrave_1	Mongolia	47.19	109.19	F	C5b1b	-1.0981631	11.2778
Asia Eastern	#aedea7	I7022	WangNature2021	-2316.0	-2000	Mongolia_EIA_Sagly_4	Mongolia	49.96	92.05	M	C4a1a+195	0.20815764	5.475801
Asia Eastern	#aedea7	I12971	WangNature2021	-2921.0	-2000	Mongolia_EIA_SlabGrave_1	Mongolia	49.15	114.87	F	D4j7	-1.4756714	11.412256
Asia Eastern	#aedea7	I12969	WangNature2021	-3073.0	-3000	Mongolia_EIA_SlabGrave_1	Mongolia	47.178056	109.189444	M	F1b1+@152	-1.3848795	11.391507
Asia Eastern	#aedea7	I7030	WangNature2021	-2316.0	-2000	Mongolia_EIA_Sagly_4	Mongolia	49.96	92.05	M	D4b1a2a1	0.61735106	4.206253
Asia Eastern	#aedea7	I7027	WangNature2021	-2350.0	-2000	Mongolia_EIA_Sagly_4	Mongolia	49.96	92.05	M	T1a1	0.61885315	4.3415456
Asia Eastern	#aedea7	SKT004	JeongCell2020	-2123.0	-2000	Mongolia_Khuvsgul_XiongnuLateMedieval_2	Mongolia	49.162275	101.424353	F	U2e1a1	-1.147557	11.326289
Asia Eastern	#aedea7	SKT007	JeongCell2020	-2123.0	-2000	Mongolia_Khuvsgul_XiongnuLateMedieval_2	Mongolia	49.162275	101.424353	M	C4	-1.1640817	9.918827
Asia Eastern	#aedea7	I12975	WangNature2021	-3182.0	-3000	Mongolia_LBA_CenterWest_4	Mongolia	51.5	100.67	M	U5a1a2a	-1.1356314	9.925936
Asia Eastern	#aedea7	I13766	WangNature2021	-3280.0	-3000	Mongolia_LBA_CenterWest_4	Mongolia	46.426	100.817	M	C5b1b	-1.1184344	9.899833
Asia Eastern	#aedea7	I13180	WangNature2021	-4934.0	-4000	Mongolia_EBA_Ulgii_1	Mongolia	49.3	88.83	F	A+152+16362	-1.1340022	9.878262
Asia Eastern	#aedea7	I6361	WangNature2021	-4555.0	-4000	Mongolia_EBA_Ulgii_1	Mongolia	49.336	88.712	F	A+152+16362	-1.1839494	10.209141
Asia Eastern	#aedea7	KUR001	JeongCell2020	-4555.0	-4000	Mongolia_EBA_Ulgii_1_dup.I6361	Mongolia	49.336	88.712	F	A	-1.2622527	10.278458
Asia Eastern	#aedea7	I6364	WangNature2021	-2999.0	-2000	Mongolia_EIA_2	Mongolia	45.39	90.798	F	M9a1a1c1	0.8890026	3.912797
Asia Eastern	#aedea7	I13504	WangNature2021	-2440.0	-2000	Mongolia_EIA_3	Mongolia	50.7	99.2	M	W	-0.86393416	11.170685
Asia Eastern	#aedea7	I13965	WangNature2021	-2342.0	-2000	Mongolia_EIA_5	Mongolia	48.68	88.38	F	G2a1	0.7132246	4.3200307
Asia Eastern	#aedea7	I14194	WangNature2021	-2906.0	-2000	Mongolia_EIA_8	Mongolia	46.77	111.6	F	C4a1	-1.3506777	11.37616
Asia Eastern	#aedea7	I6263	WangNature2021	-2293.0	-2000	Mongolia_EIA_Pazyryk_6	Mongolia	48.68	88.38	F	H5a1	0.8067103	3.925413
Asia Eastern	#aedea7	I12970	WangNature2021	-2358.0	-2000	Mongolia_EIA_Sagly_4	Mongolia	49.96	92.05	M	A8a	0.7060848	4.1034813
Asia Eastern	#aedea7	I6224	WangNature2021	-2297.0	-2000	Mongolia_EIA_Sagly_4	Mongolia	49.96	92.05	M	T2b34	0.7018222	4.137129
Asia Eastern	#aedea7	I6226	WangNature2021	-2292.0	-2000	Mongolia_EIA_Sagly_4	Mongolia	49.96	92.05	F	H91	0.63089013	4.26531
Asia Eastern	#aedea7	I6230	WangNature2021	-2203.0	-2000	Mongolia_EIA_Sagly_4	Mongolia	49.96	92.05	M	U2e1h	0.648327	4.309709
Asia Eastern	#aedea7	ULN003	JeongCell2020	-3361.0	-3000	Mongolia_Sukhbaatar_MLBAXiongnuLateMedieval	Mongolia	46.28406	111.768265	F	C4a1a	-1.4067574	11.461376
Asia Eastern	#aedea7	I6232	WangNature2021	-2311.0	-2000	Mongolia_EIA_Sagly_4	Mongolia	49.96	92.05	M	U4b1a1a1	0.7480042	4.194986
Asia Eastern	#aedea7	ARS007.B0101	JeongPNAS2018	-3244.0	-3000	Mongolia_LBA_Khovsgol_6	Mongolia	49.689639	99.773611	M	A+152+16362 	-1.0750585	9.874994
Asia Eastern	#aedea7	ULZ001	JeongCell2020	-2993.0	-2000	Mongolia_LBA_CenterWest_5_dup.I6362	Mongolia	46.063611	92.034167	F	D4b1a2	0.8727756	3.9035592
Asia Eastern	#aedea7	I6367	WangNature2021	-3188.0	-3000	Mongolia_LBA_CenterWest_5	Mongolia	48.3	89.5	M	C4a1a1	0.71526974	4.1206894
Asia Eastern	#aedea7	I6362	WangNature2021	-2993.0	-2000	Mongolia_LBA_CenterWest_5	Mongolia	46.063611	92.034167	F	D4b1	0.8756722	3.908616
Asia Eastern	#aedea7	I13505	WangNature2021	-3073.0	-3000	Mongolia_LBA_CenterWest_4_o	Mongolia	46.426	100.817	M	A+152+16362	-1.3955042	11.418334
Asia Eastern	#aedea7	I6233	WangNature2021	-2297.0	-2000	Mongolia_EIA_Sagly_4	Mongolia	49.96	92.05	M	F1b1+@152	0.9099404	3.8700922
Asia Eastern	#aedea7	I7039	WangNature2021	-3138.0	-3000	Mongolia_LBA_CenterWest_4	Mongolia	47.423056	92.225833	M	D4j	-1.1502395	9.92596
Asia Eastern	#aedea7	I6351	WangNature2021	-2957.0	-2000	Mongolia_LBA_CenterWest_4	Mongolia	49.7	93.8	F	C4b1	-0.11027169	9.037997
Asia Eastern	#aedea7	I6347	WangNature2021	-3367.0	-3000	Mongolia_LBA_CenterWest_4	Mongolia	49.306389	95.448611	F	K2a5b	-1.1155357	9.870807
Asia Eastern	#aedea7	I6264	WangNature2021	-3347.0	-3000	Mongolia_LBA_CenterWest_4	Mongolia	45.918477	100.83344	F	A8a1	-1.0925099	9.862328
